pkid,fkdevicepool
514402b9-70b4-496a-300b-3b9ea3b4e6be,80aedaeb-eeb1-948e-ea7f-0aac2638e51b
f487a68a-9a49-61cd-08d0-e5f7f4eb8110,4e6b0fd3-6f0b-243d-2449-eaaafb8bef59
f7577b81-ef76-bf00-ec27-40a2663290fe,e82a2720-04cb-4a37-98e9-c53e511f5847
74207915-b51c-b770-947f-562e9733a79c,31b44976-762d-43c1-b5bc-ebb1dcc3c86c
e711ae99-0b1e-f5cc-45fd-8d6e55002647,96fbad3c-5776-42e3-93e4-71976a91b271
bb722daa-4d48-c472-3068-6b9869f5fdb1,82d8cc8b-5e15-4eda-9efe-0a6563f62462
c7269fdf-4657-acbd-cb9e-cb86ae564f33,afb0a7e9-c142-4e39-b15f-f70b5e5fa780
6de29884-3765-62ed-ac14-cf5b50feec91,a49d1faf-bd66-fb20-6cb1-caa4b22b6544
1d118eef-8bbb-2e4c-619b-e95dc9fada3b,4c876515-d093-b8b5-4769-c4e59cacca64
f936edb5-4091-4020-cf28-af148baf23a5,956195a6-0050-4082-bdb8-67cd9bb3b228
784a621a-2abe-04ae-6cad-7b89aa12a611,e9a0044f-f1de-4d0b-0169-1dcd3b9dc539
1fc881f5-f9bf-2dda-4bcb-5b85423d8d2a,f5a0dd53-566c-4658-9b05-ff5c2d0b7916
76ccfb27-1d1f-f308-f3fc-16dcdbe1e7d9,63b109ef-a63c-20ec-a83e-312066ab544b
655bbfb4-553e-6c9c-f676-758c031288cc,7b1d4a7a-bd91-b922-eb0b-8ddf5340da4c
e3addff4-923c-6374-4e85-da8e869ce2c3,4a9c6a81-4581-52ca-a983-f3d4caa02b5a
5e04edb6-aed0-29b0-bbc4-ac90cb4ed400,e22afcb6-60a0-cd6b-b01a-7b8f894a8070
3b463ec8-5474-6277-0718-ac8c4e5c4502,dc901e43-30b3-b057-4a0b-18c78102663b
5c1c942b-1bd1-2e24-c96d-5c0b4e61a7fd,2f0821f1-bd5d-4787-b151-1238647ad446
b524c162-b74a-f0ec-6691-b2714d7b6402,07a7ac8f-5752-6bbc-49ae-69e1e7e9a975
e6aa5a51-9831-f82f-c3e5-37edff0c08ed,acca12a9-19e3-43a8-8d12-94922912a001
11c45ac7-e4be-4aa2-314e-95247e5b61ee,5b0bd578-5984-6c3e-7dd3-0e127174ffb0
49aa0617-d368-ea69-a957-1eed7ad14382,dc901e43-30b3-b057-4a0b-18c78102663b
c8bd6b07-39db-af38-8f20-43a42f021ed1,1fe7acfb-8e61-f268-600f-199820958334
ac320484-5632-88df-69a5-94664d90f8fa,1fe7acfb-8e61-f268-600f-199820958334
6c882f90-a128-497d-99e4-7547fd137a8a,3284170f-a921-4048-bbda-956a81d73332
24d591d6-a261-1e5b-a8f7-afe93c2989f5,3284170f-a921-4048-bbda-956a81d73332
3d8de9c0-e1d0-bfba-98bf-87fa7e6e16ee,0aed1a1d-9d89-488f-b069-8b4e7895ade8
8b238e6a-cf81-933c-074b-363378493807,601160ad-b0ea-366d-e63a-dfbc4ae2bb02
